review_text,sentiment,review_length
the restaurant is very clean and has a family restaurant feel to it.,1,68
it was way over fried.,0,22
i'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.,0,107
"when i opened the sandwich, i was impressed, but not in a good way.",0,67
will not be back,0,16
there was a warm feeling with the service and i felt like their guest for a special treat.,1,90
an extensive menu provides lots of options for breakfast.,1,57
"i always order from the vegetarian menu during dinner, which has a wide array of options to choose from.",1,104
"i have watched their prices inflate, portions get smaller and management attitudes grow rapidly",0,95
wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.,1,76
"i got to enjoy the seafood salad, with a fabulous vinegrette.",1,61
"the wontons were thin, not thick and chewy, almost melt in your mouth.",1,70
"level 5 spicy was perfect, where spice didn't over-whelm the soup.",1,66
we were sat right on time and our server from the get go was fantastic,1,70
"main thing i didn't enjoy is that the crowd is of older crowd, around mid 30s and up.",0,85
"when i'm on this side of town, this will definitely be a spot i'll hit up again",1,79
i had to wait over 30 minutes to get my drink and longer to get 2 arepas.,0,73
this is a great place to eat,1,28
the jalapeno bacon is soooo good.,1,33
the service was poor and thats being nice.,0,42
"food was good, service was good, prices were good.",1,50
the place was not clean and the food oh so stale,0,48
"the chicken dishes are ok, the beef is like shoe leather.",0,57
but the service was beyond bad.,0,31
"i'm so happy to be here""",1,24
tasted like dirt.,0,17
one of the few places in phoenix that i would definately go back to again .,1,75
the block was amazing.,1,22
"it's close to my house, it's low-key, non-fancy, affordable prices, good food.",1,78
* both the hot & sour & the egg flower soups were absolutely 5 stars,1,68
my sashimi was poor quality being soggy and tasteless.,0,54
great time - family dinner on a sunday night.,1,45
"the food is not tasty at all, not to say its ""real traditional hunan style"".",0,76
"what did bother me, was the slow service.",0,41
the flair bartenders are absolutely amazing,1,43
their frozen margaritas are way too sugary for my taste.,0,56
these were so good we ordered them twice.,1,41
so in a nutshell: 1) the restaraunt smells like a combination of a dirty fish market and a sewer.,0,97
my girlfriend's veal was very bad.,0,34
"unfortunately, it was not good.",0,31
i had a pretty satifying experience.,1,36
join the club and get awesome offers via email.,1,47
"perfect for someone  who only likes beer ice cold, or in this case, even colder.",1,80
bland and flavorless is a good way of describing the barely tepid meat.,0,71
"the chains, which i'm no fan of, beat this place easily.",0,56
the nachos are a must have,1,26
we will not be coming back.,0,27
"i don't have very many words to say about this place, but it does everything pretty well.",1,89
"the staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.",1,115
"great atmosphere, friendly and fast service.",1,44
when i received my pita it was huge it did have a lot of meat in it so thumbs up there.,1,87
once your food arrives it's meh.,0,32
paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the wienerschnitzel is not my idea of a good meal.,0,134
the classic maine lobster roll was fantastic.,1,45
"my brother in law who works at the mall ate here same day, and guess what he was sick all night too.",0,100
so good i am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.,1,146
"the chips and salsa were really good, the salsa was very fresh.",1,63
this place is great,1,19
mediocre food.,0,14
once you get inside you'll be impressed with the place.,1,55
i'm super pissd.,0,16
and service was super friendly.,1,31
why are these sad little vegetables so overcooked?,0,50
this place was such a nice surprise,1,35
they were golden-crispy and delicious.,1,38
"i had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.",0,132
i could eat their bruschetta all day it is devine.,1,50
not a single employee came out to see if we were ok or even needed a water refill once they finally served us our food.,0,119
"lastly, the mozzarella sticks, they were the best thing we ordered.",1,67
"the first time i ever came here i had an amazing experience, i still tell people how awesome the duck was.",1,106
the server was very negligent of our needs and made us feel very unwelcome... i would not suggest this place,0,108
the service was terrible though.,0,32
"this place is overpriced, not consistent with their boba, and it really is overpriced",0,85
it was packed,0,13
i love this place.,1,18
i can say that the desserts were yummy.,1,39
the food was terrible.,0,22
the seasonal fruit was fresh white peach puree.,1,47
it kept getting worse and worse so now i'm officially done.,0,59
this place should honestly be blown up.,0,39
but i definitely would not eat here again.,0,42
do not waste your money here,0,28
i love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.,1,115
the crêpe was delicate and thin and moist.,1,42
awful service.,0,14
won't ever go here again.,0,25
food quality has been horrible.,0,31
for that price i can think of a few place i would have much rather gone.,0,72
the service here is fair at best.,0,33
"i do love sushi, but i found kabuki to be over-priced, over-hip and under-services.",0,83
do yourself a favor and stay away from this dish.,0,49
very poor service.,0,18
no one at the table thought the food was above average or worth the wait that we had for it.,0,92
"best service and food ever, maria our server was so good and friendly she made our day.",1,87
they were excellent.,1,20
i paid the bill but did not tip because i felt the server did a terrible job.,0,77
just had lunch here and had a great experience.,1,47
i have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.,0,127
food is way overpriced and portions are fucking small.,0,54
i recently tried caballero's and i have been back every week since,1,66
"for 40 bucks a head, i really expect better food.",0,49
the food came out at a good pace.,1,33
"i ate there twice on my last visit, and especially enjoyed the salmon salad.",1,76
